personID,momID,dadID,sex,famID,byear,dyear,lrs,ars_mean,ars_max,ars_med,ars_min,ars_sd,ars_n,year_first,year_last
1,,,F,1,,,,,,,,,0,,
2,,,F,2,,,,,,,,,0,,
3,,,F,3,,,,,,,,,0,,
4,,,F,4,,,,,,,,,0,,
5,,,F,5,,,,,,,,,0,,
6,,,F,6,,,,,,,,,0,,
7,,,F,7,,,,,,,,,0,,
8,,,F,8,,,,,,,,,0,,
9,,,F,9,,,,,,,,,0,,
10,,,F,10,,,,,,,,,0,,
11,,,F,8,,,,,,,,,0,,
12,,,F,11,,,,,,,,,0,,
13,,,F,8,,,,,,,,,0,,
50,,,F,12,,,,,,,,,0,,
51,,,F,8,,,,,,,,,0,,
52,,,F,13,,,,,,,,,0,,
53,,,F,14,,,,,,,,,0,,
54,,,F,15,,,,,,,,,0,,
55,,,F,16,,,,,,,,,0,,
56,,,F,17,,,,,,,,,0,,
57,,,F,18,,,,,,,,,0,,
58,,,F,8,,,,,,,,,0,,
59,,,F,8,,,,,,,,,0,,
60,,,F,19,,,,,,,,,0,,
61,,,F,20,,,,,,,,,0,,
62,,,F,21,,,,,,,,,0,,
63,,,F,22,,,,,,,,,0,,
64,,,F,23,,,,,,,,,0,,
65,,,F,24,,,,,,,,,0,,
66,,,F,25,,,,,,,,,0,,
67,,,F,26,,,,,,,,,0,,
68,,,F,27,,,,,,,,,0,,
69,,,F,28,,,,,,,,,0,,
70,,,F,29,,,,,,,,,0,,
71,,,F,30,,,,,,,,,0,,
72,,,F,8,,,,,,,,,0,,
73,,,F,31,,,,,,,,,0,,
74,,,F,32,,,,,,,,,0,,
75,,,F,33,,,,,,,,,0,,
76,,,M,34,,,,,,,,,0,,
77,,,F,35,,,,,,,,,0,,
78,,,M,36,,,,,,,,,0,,
79,,,M,37,,,,,,,,,0,,
80,,,F,38,,,,,,,,,0,,
81,,,M,39,,,,,,,,,0,,
82,,,M,40,,,,,,,,,0,,
83,,,M,41,,,,,,,,,0,,
84,,,M,42,,,,,,,,,0,,
85,,,M,43,,,,,,,,,0,,
86,,,M,44,,,,,,,,,0,,
87,,,F,45,,,,,,,,,0,,
88,,,M,46,,,,,,,,,0,,
89,,,M,47,,,,,,,,,0,,
90,,,F,48,,,,,,,,,0,,
91,,,F,49,,,,,,,,,0,,
92,,,F,50,,,,,,,,,0,,
100,,,F,51,,,,,,,,,0,,
101,,,F,52,,,,,,,,,0,,
102,,,F,53,,,,,,,,,0,,
103,,,M,54,,,,,,,,,0,,
104,,,F,55,,,,,,,,,0,,
105,,,M,56,,,,,,,,,0,,
106,,,M,57,,,,,,,,,0,,
107,,,M,58,,,,,,,,,0,,
108,,,F,59,,,,,,,,,0,,
109,,,F,60,,,,,,,,,0,,
110,,,,61,,,,,,,,,0,,
111,,,M,62,,,,,,,,,0,,
112,,,F,63,,,,,,,,,0,,
113,,,M,64,,,,,,,,,0,,
114,,,F,65,,,,,,,,,0,,
115,,,F,66,,,,,,,,,0,,
116,,,F,67,,,,,,,,,0,,
117,,,F,68,,,,,,,,,0,,
118,,,M,69,,,,,,,,,0,,
119,,,M,70,,,,,,,,,0,,
120,,,F,71,,,,,,,,,0,,
121,,,M,72,,,,,,,,,0,,
122,,,M,73,,,,,,,,,0,,
123,,,F,74,,,,,,,,,0,,
124,,,M,75,,,,,,,,,0,,
125,,,M,76,,,,,,,,,0,,
126,,,F,77,,,,,,,,,0,,
127,,,F,78,,,,,,,,,0,,
128,,,F,79,,,,,,,,,0,,
129,,,M,80,,,,,,,,,0,,
130,,,M,81,,,,,,,,,0,,
131,,,M,82,,,,,,,,,0,,
132,,,M,83,,,,,,,,,0,,
133,,,F,84,,,,,,,,,0,,
134,,,M,85,,,,,,,,,0,,
135,,,M,86,,,,,,,,,0,,
136,,,F,87,,,,,,,,,0,,
137,,,F,88,,,,,,,,,0,,
138,,,M,89,,,,,,,,,0,,
139,,,M,90,,,,,,,,,0,,
140,,,F,91,,,,,,,,,0,,
141,,,F,92,,,,,,,,,0,,
142,,,F,93,,,,,,,,,0,,
143,,,M,94,,,,,,,,,0,,
144,,,M,95,,,,,,,,,0,,
145,,,M,96,,,,,,,,,0,,
146,,,M,97,,,,,,,,,0,,
147,,,M,98,,,,,,,,,0,,
148,,,F,99,,,,,,,,,0,,
149,,,M,100,,,,,,,,,0,,
150,,,M,101,,,,,,,,,0,,
151,,,M,102,,,,,,,,,0,,
152,,,M,103,,,,,,,,,0,,
153,,,M,104,,,,,,,,,0,,
154,,,F,105,,,,,,,,,0,,
155,,,M,106,,,,,,,,,0,,
156,,,M,107,,,,,,,,,0,,
157,,,F,108,,,,,,,,,0,,
158,,,M,109,,,,,,,,,0,,
159,,,F,110,,,,,,,,,0,,
160,,,M,111,,,,,,,,,0,,
161,,,F,112,,,,,,,,,0,,
162,,,F,113,,,,,,,,,0,,
163,,,M,114,,,,,,,,,0,,
164,,,M,115,,,,,,,,,0,,
165,,,M,116,,,,,,,,,0,,
166,,,M,117,,,,,,,,,0,,
167,,,M,118,,,,,,,,,0,,
168,,,M,119,,,,,,,,,0,,
169,,,M,120,,,,,,,,,0,,
170,,,M,121,,,,,,,,,0,,
171,,,F,122,,,,,,,,,0,,
172,,,M,123,,,,,,,,,0,,
173,,,F,124,,,,,,,,,0,,
174,,,F,125,,,,,,,,,0,,
175,,,F,126,,,,,,,,,0,,
176,,,M,127,,,,,,,,,0,,
177,,,M,128,,,,,,,,,0,,
178,,,M,129,,,,,,,,,0,,
179,,,F,130,,,,,,,,,0,,
180,,,M,131,,,,,,,,,0,,
181,,,M,132,,,,,,,,,0,,
182,,,F,133,,,,,,,,,0,,
183,,,M,134,,,,,,,,,0,,
184,,,F,8,,,,,,,,,0,,
185,,,F,135,,,,,,,,,0,,
186,,,F,136,,,,,,,,,0,,
187,,,M,137,,,,,,,,,0,,
188,,,M,138,,,,,,,,,0,,
189,,,F,139,,,,,,,,,0,,
190,,,M,140,,,,,,,,,0,,
191,92,,M,50,,,,,,,,,0,,
192,92,,F,50,1987,1987,0,0,0,0,0,,1,1987,1987
193,92,,F,50,1987,1990,3,0.75,2,0.5,0,0.96,4,1987,1990
194,2,,M,2,,,,,,,,,0,,
195,2,,M,2,,,,,,,,,0,,
196,2,,M,2,,,,,,,,,0,,
197,54,,F,15,1987,1987,0,0,0,0,0,,1,1987,1987
198,3,,M,3,,,,,,,,,0,,
199,57,,M,18,,,,,,,,,0,,
200,58,,M,8,,,,,,,,,0,,
201,58,,F,8,,,,,,,,,0,,
202,60,,F,19,1987,1987,0,0,0,0,0,,1,1987,1987
203,60,,F,19,1987,1987,0,0,0,0,0,,1,1987,1987
204,61,,F,20,1987,1987,0,0,0,0,0,,1,1987,1987
205,61,,F,20,1987,1987,0,0,0,0,0,,1,1987,1987
206,61,,F,20,1987,1987,0,0,0,0,0,,1,1987,1987
207,61,,F,20,1987,1987,0,0,0,0,0,,1,1987,1987
208,5,,F,5,1987,1987,0,0,0,0,0,,1,1987,1987
209,62,,M,21,,,,,,,,,0,,
210,63,,M,22,,,,,,,,,0,,
211,63,,F,22,1987,1987,0,0,0,0,0,,1,1987,1987
212,63,,F,22,1987,1987,0,0,0,0,0,,1,1987,1987
213,,,F,141,,,,,,,,,0,,
214,64,,F,23,1987,1987,0,0,0,0,0,,1,1987,1987
215,64,,M,23,,,,,,,,,0,,
216,64,,F,23,1987,1987,0,0,0,0,0,,1,1987,1987
217,65,,M,24,,,,,,,,,0,,
218,65,,F,24,1987,1989,0,0,0,0,0,0,3,1987,1989
219,67,,M,26,,,,,,,,,0,,
220,8,,F,8,1987,1987,0,0,0,0,0,,1,1987,1987
221,8,,F,8,1987,1987,0,0,0,0,0,,1,1987,1987
222,8,,F,8,1987,1987,0,0,0,0,0,,1,1987,1987
223,9,,M,9,,,,,,,,,0,,
224,9,,M,9,,,,,,,,,0,,
225,70,,F,29,1987,1987,0,0,0,0,0,,1,1987,1987
226,11,,M,8,,,,,,,,,0,,
227,11,,M,8,,,,,,,,,0,,
228,11,,F,8,1987,1987,0,0,0,0,0,,1,1987,1987
229,12,,F,11,1987,1987,0,0,0,0,0,,1,1987,1987
230,12,,M,11,,,,,,,,,0,,
231,12,,F,11,1987,1987,0,0,0,0,0,,1,1987,1987
232,13,,F,8,1987,1987,0,0,0,0,0,,1,1987,1987
300,,,F,142,,,,,,,,,0,,
301,,,F,143,,,,,,,,,0,,
302,,,M,144,,,,,,,,,0,,
303,,,M,145,,,,,,,,,0,,
304,,,M,146,,,,,,,,,0,,
305,,,F,147,,,,,,,,,0,,
306,,,M,148,,,,,,,,,0,,
307,,,M,149,,,,,,,,,0,,
308,,,M,150,,,,,,,,,0,,
309,,,M,151,,,,,,,,,0,,
310,,,M,152,,,,,,,,,0,,
311,,,M,153,,,,,,,,,0,,
312,,,M,154,,,,,,,,,0,,
313,,,F,155,,,,,,,,,0,,
314,,,M,156,,,,,,,,,0,,
315,,,M,157,,,,,,,,,0,,
316,,,F,158,,,,,,,,,0,,
317,,,F,159,,,,,,,,,0,,
318,,,F,160,,,,,,,,,0,,
319,,,M,161,,,,,,,,,0,,
320,,,F,162,,,,,,,,,0,,
321,,,M,163,,,,,,,,,0,,
322,,,F,164,,,,,,,,,0,,
323,,,M,165,,,,,,,,,0,,
324,,,M,166,,,,,,,,,0,,
325,,,M,167,,,,,,,,,0,,
326,,,M,168,,,,,,,,,0,,
327,,,F,169,,,,,,,,,0,,
328,,,F,170,,,,,,,,,0,,
329,102,,M,53,,,,,,,,,0,,
330,102,,M,53,,,,,,,,,0,,
331,102,,F,53,1988,1988,0,0,0,0,0,,1,1988,1988
332,108,,F,59,1988,1988,0,0,0,0,0,,1,1988,1988
333,50,,M,12,,,,,,,,,0,,
334,50,,M,12,,,,,,,,,0,,
335,50,,F,12,1988,1988,0,0,0,0,0,,1,1988,1988
336,109,,F,60,1988,1988,0,0,0,0,0,,1,1988,1988
337,109,,F,60,1988,1988,0,0,0,0,0,,1,1988,1988
338,2,,M,2,,,,,,,,,0,,
339,54,,F,15,1988,1988,0,0,0,0,0,,1,1988,1988
340,54,,F,15,1988,1994,18,2.57,8,1,0,3.26,7,1988,1994
341,3,,M,3,,,,,,,,,0,,
342,3,,M,3,,,,,,,,,0,,
343,3,,M,3,,,,,,,,,0,,
344,126,,M,77,,,,,,,,,0,,
345,126,,M,77,,,,,,,,,0,,
346,5,,M,5,,,,,,,,,0,,
347,5,,F,5,1988,1990,0,0,0,0,0,0,3,1988,1990
348,5,,M,5,,,,,,,,,0,,
349,141,,M,92,,,,,,,,,0,,
350,141,,F,92,1988,1989,0,0,0,0,0,0,2,1988,1989
351,141,,M,92,,,,,,,,,0,,
352,148,,M,99,,,,,,,,,0,,
353,148,,M,99,,,,,,,,,0,,
354,148,,F,99,1988,1988,0,0,0,0,0,,1,1988,1988
355,65,,F,24,1988,1988,0,0,0,0,0,,1,1988,1988
356,65,,F,24,1988,1988,0,0,0,0,0,,1,1988,1988
357,68,,M,27,,,,,,,,,0,,
358,68,,F,27,1988,,0,0,0,0,0,,1,1988,1988
359,68,,F,27,1988,,0,0,0,0,0,,1,1988,1988
360,69,,M,28,,,,,,,,,0,,
361,69,,M,28,,,,,,,,,0,,
362,69,,M,28,,,,,,,,,0,,
363,70,,F,29,1988,1988,0,0,0,0,0,,1,1988,1988
364,70,,M,29,,,,,,,,,0,,
365,70,,M,29,,,,,,,,,0,,
366,10,,M,10,,,,,,,,,0,,
367,10,,F,10,,,,,,,,,0,,
368,10,,F,10,1988,1993,14,2.33,8,0,0,3.67,6,1988,1993
369,11,,F,8,1988,1993,13,2.17,4,2.5,0,1.83,6,1988,1993
370,11,,M,8,,,,,,,,,0,,
371,13,,M,8,,,,,,,,,0,,
372,13,,M,8,,,,,,,,,0,,
373,80,,M,38,,,,,,,,,0,,
374,80,,F,38,1988,1988,0,0,0,0,0,,1,1988,1988
375,87,,M,45,,,,,,,,,0,,
376,87,,M,45,,,,,,,,,0,,
400,,,F,171,,,,,,,,,0,,
401,,,M,172,,,,,,,,,0,,
402,,,M,173,,,,,,,,,0,,
403,,,F,174,,,,,,,,,0,,
404,,,M,175,,,,,,,,,0,,
405,,,M,176,,,,,,,,,0,,
406,,,M,177,,,,,,,,,0,,
407,,,M,178,,,,,,,,,0,,
408,,,F,179,,,,,,,,,0,,
409,,,M,180,,,,,,,,,0,,
410,,,M,181,,,,,,,,,0,,
411,,,M,182,,,,,,,,,0,,
412,,,M,183,,,,,,,,,0,,
413,,,M,184,,,,,,,,,0,,
414,,,M,185,,,,,,,,,0,,
415,,,M,186,,,,,,,,,0,,
416,,,M,187,,,,,,,,,0,,
417,,,F,188,,,,,,,,,0,,
418,,,M,189,,,,,,,,,0,,
419,,,M,190,,,,,,,,,0,,
420,,,F,191,,,,,,,,,0,,
421,,,M,192,,,,,,,,,0,,
422,,,M,193,,,,,,,,,0,,
423,,,M,194,,,,,,,,,0,,
424,,,M,195,,,,,,,,,0,,
425,,,F,196,,,,,,,,,0,,
426,,,M,197,,,,,,,,,0,,
427,,,M,198,,,,,,,,,0,,
428,,,M,199,,,,,,,,,0,,
429,,,M,200,,,,,,,,,0,,
430,,,M,201,,,,,,,,,0,,
431,,,F,8,,,,,,,,,0,,
432,,,F,202,,,,,,,,,0,,
433,,,F,203,,,,,,,,,0,,
434,,,M,204,,,,,,,,,0,,
435,,,M,205,,,,,,,,,0,,
436,,,M,206,,,,,,,,,0,,
437,,,F,8,,,,,,,,,0,,
438,,,F,207,,,,,,,,,0,,
439,,,F,208,,,,,,,,,0,,
440,,,F,209,,,,,,,,,0,,
441,1,,M,1,,,,,,,,,0,,
442,1,,M,1,,,,,,,,,0,,
443,1,,F,1,1989,1989,0,0,0,0,0,,1,1989,1989
444,50,,F,12,1989,1989,0,0,0,0,0,,1,1989,1989
445,50,,F,12,1989,1989,0,0,0,0,0,,1,1989,1989
446,50,,M,12,,,,,,,,,0,,
447,50,,M,12,,,,,,,,,0,,
448,114,,M,65,,,,,,,,,0,,
449,2,,F,2,1989,1989,0,0,0,0,0,,1,1989,1989
450,51,,F,8,1989,1990,0,0,0,0,0,0,2,1989,1990
451,51,,F,8,1989,1989,0,0,0,0,0,,1,1989,1989
452,51,,F,8,1989,1991,2,0.67,2,0,0,1.15,3,1989,1991
453,52,,F,13,1989,1991,2,0.67,2,0,0,1.15,3,1989,1991
454,52,,M,13,,,,,,,,,0,,
455,52,,M,13,,,,,,,,,0,,
456,56,,M,17,,,,,,,,,0,,
457,56,,F,17,1989,1990,0,0,0,0,0,0,2,1989,1990
458,56,,M,17,,,,,,,,,0,,
459,56,,F,17,1989,1989,0,0,0,0,0,,1,1989,1989
460,3,,F,3,1989,1989,0,0,0,0,0,,1,1989,1989
461,3,,M,3,,,,,,,,,0,,
462,3,,F,3,1989,1989,0,0,0,0,0,,1,1989,1989
463,3,,M,3,,,,,,,,,0,,
464,4,,M,4,,,,,,,,,0,,
465,4,,F,4,1989,1989,0,0,0,0,0,,1,1989,1989
466,193,,F,50,1989,1990,0,0,0,0,0,0,2,1989,1990
467,59,,F,8,1989,1989,0,0,0,0,0,,1,1989,1989
468,59,,F,8,1989,1992,0,0,0,0,0,0,4,1989,1992
469,5,,M,5,,,,,,,,,0,,
470,6,,M,6,,,,,,,,,0,,
471,6,,M,6,,,,,,,,,0,,
472,6,,M,6,,,,,,,,,0,,
473,66,,M,25,,,,,,,,,0,,
474,66,,F,25,1989,1989,0,0,0,0,0,,1,1989,1989
475,66,,M,25,,,,,,,,,0,,
476,69,,F,28,1989,1989,0,0,0,0,0,,1,1989,1989
477,69,,M,28,,,,,,,,,0,,
478,69,,F,28,1989,1989,0,0,0,0,0,,1,1989,1989
479,9,,F,9,1989,1989,0,0,0,0,0,,1,1989,1989
480,9,,F,9,1989,1989,0,0,0,0,0,,1,1989,1989
481,9,,M,9,,,,,,,,,0,,
482,162,,M,113,,,,,,,,,0,,
483,162,,M,113,,,,,,,,,0,,
484,162,,M,113,,,,,,,,,0,,
485,162,,M,113,,,,,,,,,0,,
486,72,,M,8,,,,,,,,,0,,
487,72,,M,8,,,,,,,,,0,,
488,72,,M,8,,,,,,,,,0,,
489,10,,M,10,,,,,,,,,0,,
490,10,,M,10,,,,,,,,,0,,
491,73,,M,31,,,,,,,,,0,,
492,73,,F,31,1989,1989,0,0,0,0,0,,1,1989,1989
493,73,,F,31,1989,1989,0,0,0,0,0,,1,1989,1989
494,11,,M,8,,,,,,,,,0,,
495,11,,M,8,,,,,,,,,0,,
496,11,,F,8,1989,1989,0,0,0,0,0,,1,1989,1989
497,173,,F,124,1989,1989,0,0,0,0,0,,1,1989,1989
498,173,,M,124,,,,,,,,,0,,
499,173,,F,124,1989,1989,0,0,0,0,0,,1,1989,1989
500,74,,F,32,1989,1989,0,0,0,0,0,,1,1989,1989
501,74,,M,32,,,,,,,,,0,,
502,74,,M,32,,,,,,,,,0,,
503,175,,F,126,1989,1989,0,0,0,0,0,,1,1989,1989
504,175,,F,126,1989,1989,0,0,0,0,0,,1,1989,1989
505,179,,M,130,,,,,,,,,0,,
506,179,,M,130,,,,,,,,,0,,
507,179,,M,130,,,,,,,,,0,,
508,75,,F,33,1989,1989,0,0,0,0,0,,1,1989,1989
509,75,,F,33,1989,1989,0,0,0,0,0,,1,1989,1989
510,75,,F,33,1989,1989,0,0,0,0,0,,1,1989,1989
511,182,,M,133,,,,,,,,,0,,
512,182,,F,133,1989,1989,0,0,0,0,0,,1,1989,1989
513,80,,F,38,1989,1989,0,0,0,0,0,,1,1989,1989
514,80,,F,38,1989,1989,0,0,0,0,0,,1,1989,1989
515,80,,M,38,,,,,,,,,0,,
516,87,,F,45,1989,1989,0,0,0,0,0,,1,1989,1989
517,87,,M,45,,,,,,,,,0,,
518,87,,M,45,,,,,,,,,0,,
519,90,,F,48,1989,1992,4,1,4,0,0,2,4,1989,1992
520,90,,F,48,1989,1991,3,1,3,0,0,1.73,3,1989,1991
600,,,M,210,,,,,,,,,0,,
601,,,M,211,,,,,,,,,0,,
602,,,F,212,,,,,,,,,0,,
603,,,M,213,,,,,,,,,0,,
604,,,M,214,,,,,,,,,0,,
605,,,F,215,,,,,,,,,0,,
606,,,F,216,,,,,,,,,0,,
607,,,M,217,,,,,,,,,0,,
608,,,F,218,,,,,,,,,0,,
609,,,M,219,,,,,,,,,0,,
610,,,M,220,,,,,,,,,0,,
611,,,F,221,,,,,,,,,0,,
612,,,M,222,,,,,,,,,0,,
613,,,F,223,,,,,,,,,0,,
614,,,M,224,,,,,,,,,0,,
615,,,M,225,,,,,,,,,0,,
616,,,F,226,,,,,,,,,0,,
617,,,F,227,,,,,,,,,0,,
618,,,M,228,,,,,,,,,0,,
619,,,F,229,,,,,,,,,0,,
620,,,M,230,,,,,,,,,0,,
621,,,F,231,,,,,,,,,0,,
622,1,,F,1,1990,1991,0,0,0,0,0,0,2,1990,1991
623,114,,F,65,1990,1990,0,0,0,0,0,,1,1990,1990
624,114,,M,65,,,,,,,,,0,,
625,114,,F,65,1990,1992,5,0,0,0,0,0,3,1990,1992
626,2,,M,2,,,,,,,,,0,,
627,2,,M,2,,,,,,,,,0,,
628,52,,F,13,1990,1990,0,0,0,0,0,,1,1990,1990
629,52,,M,13,,,,,,,,,0,,
630,55,,M,16,,,,,,,,,0,,
631,56,,F,17,1990,1991,0,0,0,0,0,0,2,1990,1991
632,56,,F,17,1990,1990,0,0,0,0,0,,1,1990,1990
633,56,,M,17,,,,,,,,,0,,
634,193,,M,50,,,,,,,,,0,,
635,193,,M,50,,,,,,,,,0,,
636,59,,M,8,,,,,,,,,0,,
637,59,,F,8,1990,1990,0,0,0,0,0,,1,1990,1990
638,59,,F,8,1990,1990,0,0,0,0,0,,1,1990,1990
639,6,,M,6,,,,,,,,,0,,
640,6,,M,6,,,,,,,,,0,,
641,6,,M,6,,,,,,,,,0,,
642,68,,F,27,1990,1990,0,0,0,0,0,,1,1990,1990
643,68,,M,27,,,,,,,,,0,,
644,10,,M,10,,,,,,,,,0,,
645,10,,M,10,,,,,,,,,0,,
646,11,,M,8,,,,,,,,,0,,
647,11,,F,8,1990,1990,0,0,0,0,0,,1,1990,1990
648,11,,M,8,,,,,,,,,0,,
649,12,,F,11,1990,1991,0,0,0,0,0,0,2,1990,1991
650,12,,F,11,1990,1990,0,0,0,0,0,,1,1990,1990
651,13,,M,8,,,,,,,,,0,,
652,13,,F,8,1990,1991,0,0,0,0,0,0,2,1990,1991
653,316,,M,158,,,,,,,,,0,,
654,322,,M,164,,,,,,,,,0,,
655,322,,M,164,,,,,,,,,0,,
656,201,,F,8,1990,1990,0,0,0,0,0,,1,1990,1990
657,201,,M,8,,,,,,,,,0,,
658,201,,F,8,1990,1990,0,0,0,0,0,,1,1990,1990
659,182,,F,133,1990,1991,0,0,0,0,0,0,2,1990,1991
660,182,,F,133,1990,1992,0,0,0,0,0,0,3,1990,1992
661,182,,F,133,1990,1990,0,0,0,0,0,,1,1990,1990
662,182,,M,133,,,,,,,,,0,,
663,77,,M,35,,,,,,,,,0,,
664,77,,M,35,,,,,,,,,0,,
665,77,,M,35,,,,,,,,,0,,
666,184,,F,8,1990,1994,14,2.8,8,3,0,3.27,5,1990,1994
667,184,,F,8,1990,1994,7,1.4,4,0,0,1.95,5,1990,1994
668,184,,F,8,1990,1990,0,0,0,0,0,,1,1990,1990
669,186,,F,136,1990,1990,0,0,0,0,0,,1,1990,1990
670,186,,M,136,,,,,,,,,0,,
671,80,,M,38,,,,,,,,,0,,
672,80,,F,38,1990,1990,0,0,0,0,0,,1,1990,1990
673,80,,M,38,,,,,,,,,0,,
674,431,,F,8,1990,1990,0,0,0,0,0,,1,1990,1990
675,431,,M,8,,,,,,,,,0,,
676,189,,F,139,1990,1992,3,1,3,0,0,1.73,3,1990,1992
677,189,,F,139,1990,1990,0,0,0,0,0,,1,1990,1990
678,87,,F,45,1990,1990,0,0,0,0,0,,1,1990,1990
679,87,,F,45,1990,1990,0,0,0,0,0,,1,1990,1990
680,369,,M,8,,,,,,,,,0,,
681,369,,M,8,,,,,,,,,0,,
700,,,M,232,,,,,,,,,0,,
701,,,M,233,,,,,,,,,0,,
702,,,F,234,,,,,,,,,0,,
703,,,M,235,,,,,,,,,0,,
704,,,F,236,,,,,,,,,0,,
705,,,F,237,,,,,,,,,0,,
706,,,F,8,,,,,,,,,0,,
707,,,M,238,,,,,,,,,0,,
708,,,F,8,,,,,,,,,0,,
709,,,F,239,,,,,,,,,0,,
710,,,M,240,,,,,,,,,0,,
711,,,F,241,,,,,,,,,0,,
712,,,M,242,,,,,,,,,0,,
713,,,M,243,,,,,,,,,0,,
714,,,F,244,,,,,,,,,0,,
715,,,M,245,,,,,,,,,0,,
716,,,M,246,,,,,,,,,0,,
717,,,M,247,,,,,,,,,0,,
718,,,F,248,,,,,,,,,0,,
719,,,M,249,,,,,,,,,0,,
720,,,M,250,,,,,,,,,0,,
721,,,F,251,,,,,,,,,0,,
722,,,M,252,,,,,,,,,0,,
723,,,M,253,,,,,,,,,0,,
724,,,M,254,,,,,,,,,0,,
725,,,M,255,,,,,,,,,0,,
726,,,M,256,,,,,,,,,0,,
727,,,M,257,,,,,,,,,0,,
728,,,M,258,,,,,,,,,0,,
729,,,M,259,,,,,,,,,0,,
730,,,M,260,,,,,,,,,0,,
731,,,F,261,,,,,,,,,0,,
732,,,M,262,,,,,,,,,0,,
733,,,F,263,,,,,,,,,0,,
734,,,M,264,,,,,,,,,0,,
735,,,M,265,,,,,,,,,0,,
736,,,M,266,,,,,,,,,0,,
737,,,F,267,,,,,,,,,0,,
738,,,M,268,,,,,,,,,0,,
739,,,M,269,,,,,,,,,0,,
740,,,F,270,,,,,,,,,0,,
741,,,M,271,,,,,,,,,0,,
742,,,F,272,,,,,,,,,0,,
743,,,M,273,,,,,,,,,0,,
744,,,F,274,,,,,,,,,0,,
745,,,M,275,,,,,,,,,0,,
747,,,M,276,,,,,,,,,0,,
748,,,M,277,,,,,,,,,0,,
749,,,F,278,,,,,,,,,0,,
750,,,M,279,,,,,,,,,0,,
751,51,,M,8,,,,,,,,,0,,
752,51,,F,8,1991,1991,0,0,0,0,0,,1,1991,1991
753,51,,F,8,1991,1991,0,0,0,0,0,,1,1991,1991
754,55,,F,16,1991,1991,0,0,0,0,0,,1,1991,1991
755,55,,M,16,,,,,,,,,0,,
756,452,,F,8,1991,1994,11,2.75,5,3,0,2.22,4,1991,1994
757,452,,M,8,,,,,,,,,0,,
758,59,,F,8,1991,1992,4,1.5,3,1.5,0,2.12,2,1991,1992
759,59,,F,8,1991,1992,0,0,0,0,0,0,2,1991,1992
760,5,,F,5,1991,1995,14,2.8,6,3,0,2.77,5,1991,1995
761,5,,F,5,1991,1991,0,0,0,0,0,,1,1991,1991
762,7,,M,7,,,,,,,,,0,,
763,7,,M,7,,,,,,,,,0,,
764,7,,M,7,,,,,,,,,0,,
765,8,,F,8,1991,1995,9,1.8,3,3,0,1.64,5,1991,1995
766,8,,F,8,1991,1994,10,2.5,4,3,0,1.73,4,1991,1994
767,72,,F,8,1991,1991,0,0,0,0,0,,1,1991,1991
768,72,,F,8,1991,1995,14,2.8,6,3,0,2.17,5,1991,1995
769,73,,F,31,1991,1994,4,0.75,3,0,0,1.5,4,1991,1994
770,73,,M,31,,,,,,,,,0,,
771,11,,F,8,1991,1998,27,3.38,9,3,0,2.88,8,1991,1998
772,11,,M,8,,,,,,,,,0,,
773,11,,F,8,1991,1999,28,3.11,5,3,0,1.96,9,1991,1999
774,13,,F,8,1991,1991,0,0,0,0,0,,1,1991,1991
775,13,,F,8,1991,1993,8,2.67,4,4,0,2.31,3,1991,1993
776,313,,M,155,,,,,,,,,0,,
777,313,,M,155,,,,,,,,,0,,
778,174,,M,125,,,,,,,,,0,,
779,174,,M,125,,,,,,,,,0,,
780,174,,M,125,,,,,,,,,0,,
781,316,,F,158,1991,1991,0,0,0,0,0,,1,1991,1991
782,316,,M,158,,,,,,,,,0,,
783,316,,M,158,,,,,,,,,0,,
784,317,,M,159,,,,,,,,,0,,
785,317,,M,159,,,,,,,,,0,,
786,453,,M,13,,,,,,,,,0,,
787,453,,M,13,,,,,,,,,0,,
788,318,,F,160,1991,1998,16,2,4,2,0,1.41,8,1991,1998
789,318,,F,160,1991,1992,0,0,0,0,0,0,2,1991,1992
790,320,,F,162,1991,1991,0,0,0,0,0,,1,1991,1991
791,320,,F,162,1991,1993,2,0.67,2,0,0,1.15,3,1991,1993
792,320,,F,162,1991,1992,2,1,2,1,0,1.41,2,1991,1992
793,322,,M,164,,,,,,,,,0,,
794,322,,M,164,,,,,,,,,0,,
795,322,,F,164,1991,1992,0,0,0,0,0,0,2,1991,1992
796,201,,F,8,1991,1991,0,0,0,0,0,,1,1991,1991
797,201,,M,8,,,,,,,,,0,,
798,201,,F,8,1991,1991,0,0,0,0,0,,1,1991,1991
799,201,,M,8,,,,,,,,,0,,
800,201,,F,8,1991,1991,0,0,0,0,0,,1,1991,1991
801,80,,F,38,1991,1992,2,0.5,1,0.5,0,0.71,2,1991,1992
802,80,,F,38,,,,,,,,,0,,
803,80,,F,38,1991,1996,26,4.33,11,3.5,0,3.67,6,1991,1996
804,327,,F,169,1991,1992,0,0,0,0,0,0,2,1991,1992
805,327,,F,169,1991,1991,0,0,0,0,0,,1,1991,1991
806,431,,F,8,1991,1991,0,0,0,0,0,,1,1991,1991
807,431,,M,8,,,,,,,,,0,,
808,189,,F,139,1991,1991,0,0,0,0,0,,1,1991,1991
809,189,,F,139,1991,1991,0,0,0,0,0,,1,1991,1991
810,189,,F,139,1991,1996,13,2.17,4,2.5,0,1.83,6,1991,1996
811,189,,M,139,,,,,,,,,0,,
812,189,,M,139,,,,,,,,,0,,
813,432,,M,202,,,,,,,,,0,,
